순번,시도본부,소방서명,119안전센터명,주소,전화번호,팩스번호
222,대구광역시,수성소방서,상동119안전센터,대구광역시 수성구 파동로51길 5,053-607-3860,050-2671-0119
223,대구광역시,수성소방서,수성119안전센터,대구광역시 수성구 들안로60길 30,053-607-3870,050-2671-0119
224,대구광역시,수성소방서,황금119안전센터,대구광역시 수성구 동대구로12길 41,053-607-3850,050-2671-0119
225,대구광역시,중부소방서,남산119안전센터,대구광역시 중구 달구벌대로 1926,053-601-4571,053-255-2377
226,대구광역시,중부소방서,대신119안전센터,대구광역시 중구 큰장로26길 45,053-601-4574,053-255-0020
227,대구광역시,중부소방서,명덕119안전센터,대구광역시 남구 명덕로34길 22,053-601-4577,053-657-2006
228,대구광역시,중부소방서,봉덕119안전센터,대구광역시 남구 희망로3길 29,053-601-4573,053-472-3008
229,대구광역시,중부소방서,삼덕119안전센터,대구광역시 중구 공평로 35,053-601-4575,053-426-3007
230,대구광역시,중부소방서,서문로119안전센터,대구광역시 중구 경상감영길 45,053-601-4572,053-253-3008
231,대구광역시,중부소방서,성명119안전센터,대구광역시 남구 대명남로 12-1,053-601-4578,053-657-2330
232,인천광역시,강화소방서,강화119안전센터,인천광역시 강화군 강화읍 남문로23번길 11,032-930-5894,032-930-0580
233,인천광역시,강화소방서,길상119안전센터,인천광역시 강화군 길상면 마니산로 93,032-930-5822,032-930-5899
234,인천광역시,강화소방서,내가119안전센터,인천광역시 강화군 내가면 강화서로 235-1,032-930-5823,032-933-9919
235,인천광역시,강화소방서,불은119안전센터,인천광역시 강화군 불은면 중앙로 505,032-930-5811,032-930-5812
236,인천광역시,검단소방서,마전119안전센터,인천광역시 서구 원당대로736,032-590-2715,032-590-2789
237,인천광역시,검단소방서,오류119안전센터,인천광역시 서구 대촌로6,032-590-2755,032-565-4119
238,인천광역시,검단소방서,왕길119안전센터,인천광역시 서구 완정로191,032-590-2725,032-564-0119
239,인천광역시,검단소방서,원당119안전센터,인천광역시 서구 원당대로881,032-590-2735,032-568-1196
240,인천광역시,계양소방서,계산119안전센터,인천광역시 계양구 주부토로557,032-650-5622,032-547-0119
241,인천광역시,계양소방서,작전119안전센터,인천광역시 계양구 장제로774,032-650-5621,032-555-8118
242,인천광역시,계양소방서,장기119안전센터,인천광역시 계양구 장기서로14,032-650-5623,032-547-6112
243,인천광역시,계양소방서,효성119안전센터,인천광역시 계양구 효서로 96-1,032-650-5624,032-554-2119
244,인천광역시,공단소방서,고잔119안전센터,인천광역시 남동구 남동서로 208,032-723-5521,032-818-7119
245,인천광역시,공단소방서,논현119안전센터,인천광역시 남동구 소래역로 109,032-439-2119,032-439-5119
246,인천광역시,공단소방서,도림119안전센터,인천광역시 남동구 비류대로 667,032-814-2119,032-814-1196
247,인천광역시,공단소방서,동춘119안전센터,인천광역시 연수구 앵고개로 241,032-813-2119,032-813-1193
248,인천광역시,공단소방서,소래119안전센터,인천광역시 남동구 에코중앙로 86,032-432-0440,032-432-0550
249,인천광역시,공단소방서,옥련119안전센터,인천광역시 연수구 청량로155번길 7,032-832-0119,032-834-6119
250,인천광역시,남동소방서,간석119안전센터,인천광역시 남동구 경인로 621,032-870-5223,032-431-1119
251,인천광역시,남동소방서,구월119안전센터,인천광역시 남동구 인주대로 714,032-870-5221,032-461-1197
252,인천광역시,남동소방서,담방119안전센터,인천광역시 남동구 매소홀로 1044,032-870-5224,032-469-1119
253,인천광역시,남동소방서,만수119안전센터,인천광역시 남동구 백범로 207,032-870-5222,032-464-7290
254,인천광역시,남동소방서,서창119안전센터,인천광역시 남동구 서창방산로 61,032-870-5259,032-870-1199
255,인천광역시,미추홀소방서,관교119안전센터,인천광역시 미추홀구 인하로 450,032-870-3455,032-435-1196
256,인천광역시,미추홀소방서,도화119안전센터,인천광역시 미추홀구 장고개로 85,032-870-3453,032-872-2119
257,인천광역시,미추홀소방서,숭의119안전센터,인천광역시 미추홀구 석정로49번길 30,032-870-3456,032-891-3119
258,인천광역시,미추홀소방서,신기119안전센터,인천광역시 미추홀구 인하로 190,032-870-3295,032-870-3288
259,인천광역시,미추홀소방서,용현119안전센터,인천광역시 미추홀구 독배로 376,032-870-3454,032-889-2119
260,인천광역시,미추홀소방서,주안119안전센터,인천광역시 미추홀구 한나루로 607,032-870-3452,032-874-7261
261,인천광역시,부평소방서,갈산119안전센터,인천광역시 부평구 부평대로 324,032-723-5353,032-519-1190
262,인천광역시,부평소방서,부개119안전센터,인천광역시 부평구 부개로 6,032-723-5357,032-362-1991
263,인천광역시,부평소방서,부흥119안전센터,인천광역시 부평구 부평대로 8,032-723-5354,032-513-1190
264,인천광역시,부평소방서,산곡119안전센터,인천광역시 부평구 마장로 198,032-723-5356,032-506-1190
265,인천광역시,부평소방서,삼산119안전센터,인천광역시 부평구 충선로 252,032-723-5358,032-508-9119
266,인천광역시,부평소방서,십정119안전센터,인천광역시 부평구 경원대로 1111,032-723-5355,032-422-0819
267,인천광역시,서부소방서,가좌119안전센터,인천광역시 서구 백범로678번길 17,032-578-0119,032-577-2119
268,인천광역시,서부소방서,검암119안전센터,인천광역시 서구 승학로 474,032-568-7119,032-562-1199
269,인천광역시,서부소방서,석남119안전센터,인천광역시 서구 석남로 102,032-571-0119,032-581-7609
270,인천광역시,서부소방서,신현119안전센터,인천광역시 서구 가정로 333-1,032-572-0119,032-572-7119
271,인천광역시,서부소방서,연희119안전센터,인천광역시 서구 서곶로 292,032-723-5421,032-562-0138
272,인천광역시,서부소방서,원창119안전센터,인천광역시 서구 북항로32번길 47-5,032-577-0119,032-581-2119
273,인천광역시,서부소방서,청라119안전센터,인천광역시 서구 청라한내로 77,032-569-5026,032-569-5027
274,인천광역시,송도소방서,국제119안전센터,인천광역시 연수구 센트럴로 412,032-831-6693,032-832-6119
275,인천광역시,송도소방서,미래119안전센터,인천광역시 연수구 첨단대로60번길 15,032-810-6661,032-810-6664
276,인천광역시,송도소방서,신송119안전센터,인천광역시 연수구 해돋이로 92,032-810-6683,032-831-8119
277,인천광역시,송도소방서,영흥119안전센터,인천광역시 옹진군 영흥로 283-32,032-810-6692,032-886-3119
278,인천광역시,영종소방서,공항119안전센터,인천광역시 중구 제2터미널대로 268,032-727-6180,032-727-6190
279,인천광역시,영종소방서,용유119안전센터,인천광역시 중구 용유서로128번길 1,032-727-6183,032-747-0119
280,인천광역시,영종소방서,운남119안전센터,인천광역시 중구 중구 운남로 116,032-727-6181,032-746-0119
281,인천광역시,영종소방서,운서119안전센터,인천광역시 중구 흰바위로27번길 16,032-727-6182,032-751-0119
282,인천광역시,중부소방서,만석119안전센터,인천광역시 동구 제물량로 396,032-766-0119,032-766-2119
283,인천광역시,중부소방서,백령119안전센터,인천광역시 옹진군 백령면 백령남로 30,032-836-0119,032-836-2119
284,인천광역시,중부소방서,송림119안전센터,인천광역시 동구 샛골로 133,032-764-7119,032-764-7109
285,인천광역시,중부소방서,송현119안전센터,인천광역시 동구 방축로 39,032-576-0119,032-579-3119
286,인천광역시,중부소방서,연안119안전센터,인천광역시 중구 축항대로118번길 108,032-887-4689,032-887-4688
287,인천광역시,중부소방서,중앙119안전센터,"인천광역시 중구 인중로 204, 1층",032-870-5180,032-870-5168
288,광주광역시,광산소방서,비아119안전센터,광주광역시 광산구 비아로12번길 10(비아동),062-606-4671,062-606-4684
289,광주광역시,광산소방서,빛그린119안전센터,광주광역시 광산구 삼도로 65(삼거동),062-606-4731,062-606-4744
290,광주광역시,광산소방서,송정119안전센터,광주광역시 광산구 상무대로 93-1(도산동),062-606-4641,062-606-4654
291,광주광역시,광산소방서,신가119안전센터,광주광역시 광산구 수등로 236(신가동),062-606-4686,062-606-4699
292,광주광역시,광산소방서,월곡119안전센터,광주광역시 광산구 우산로 85번길 12-5(우산동),062-606-4656,062-606-4669
293,광주광역시,광산소방서,첨단119안전센터,광주광역시 광산구 임방울대로825번길 16(쌍암동),062-606-4701,062-606-4714
294,광주광역시,광산소방서,평동119안전센터,광주광역시 광산구 월전로 59(월전동),062-606-4716,062-606-4729
295,광주광역시,광산소방서,하남119안전센터,광주광역시 광산구 하남산단1번로 13(하남동),062-606-4601,062-606-4629
296,광주광역시,남부소방서,대촌119안전센터,광주광역시 남구 회재로 251(지석동),062-606-4441,062-606-4454
297,광주광역시,남부소방서,봉선119안전센터,광주광역시 남구 오방로 63(방림동),062-606-4426,062-606-4439
298,광주광역시,남부소방서,송하119안전센터,광주광역시 남구 송암로58번길 13(송하동),062-606-4371,062-606-4399
299,광주광역시,남부소방서,월산119안전센터,광주광역시 남구 수박등로 1(월산동),062-606-4411,062-606-4424
300,광주광역시,동부소방서,대인119안전센터,광주광역시 동구 제봉로 210(대인동),062-606-4201,062-606-4229
301,광주광역시,동부소방서,용산119안전센터,광주광역시 동구 남문로 535(용산동),062-606-4241,062-606-4254
302,광주광역시,동부소방서,지산119안전센터,광주광역시 동구 밤실로30번길 16(지산동),062-606-4256,062-606-4269
303,광주광역시,북부소방서,건국119안전센터,광주광역시 북구 용두마을길 10,062-606-4576,062-606-4589
304,광주광역시,북부소방서,동림119안전센터,광주광역시 북구 북문대로 202(동림동),062-606-4561,062-606-4574
305,광주광역시,북부소방서,두암119안전센터,광주광역시 북구 삼정로 5(두암동),062-606-4546,062-606-4559
306,광주광역시,북부소방서,문흥119안전센터,광주광역시 북구 서하로 290(오치동),062-606-4461,062-606-4489
307,광주광역시,북부소방서,우산119안전센터,광주광역시 북구 동문대로 127(우산동),062-606-4516,062-606-4529
308,광주광역시,북부소방서,일곡119안전센터,광주광역시 북구 설죽로 529(일곡동),062-606-4531,062-606-4544
309,광주광역시,북부소방서,임동119안전센터,광주광역시 북구 서림로 5(임동),062-606-4501,062-606-4514
310,광주광역시,서부소방서,금호119안전센터,광주광역시 서구 운천로 112(쌍촌동),062-606-4326,062-606-4339
311,광주광역시,서부소방서,상무119안전센터,광주광역시 서구 치평로 65(치평동),062-606-4341,062-606-4354
312,광주광역시,서부소방서,염주119안전센터,광주광역시 서구 염화로 77(화정동),062-606-4311,062-606-4324
313,광주광역시,서부소방서,풍암119안전센터,광주광역시 서구 회재로 907(금호동),062-606-4356,062-606-4369
314,광주광역시,서부소방서,화정119안전센터,광주광역시 서구 화운로 197(화정동),062-606-4271,062-606-4299
315,대전광역시,대덕소방서,대화119안전센터,대전광역시 대덕구 대화로 81,042-270-1861,042-270-1869
316,대전광역시,대덕소방서,덕암119안전센터,대전광역시 대덕구 신탄진로 661,042-270-1871,042-270-1879
317,대전광역시,대덕소방서,문평119안전센터,대전광역시 대덕구 문평동로 18번길 34,042-270-1881,042-270-1889
318,대전광역시,대덕소방서,법동119안전센터,대전광역시 대덕구 계족로 682,042-270-1851,042-270-1859
319,대전광역시,대덕소방서,송촌119안전센터,대전광역시 대덕구 동춘당로 65,042-270-1891,042-270-1899
320,대전광역시,동부소방서,가양119안전센터,대전광역시 동구 계족로 300,042-270-1221,042-270-1229
321,대전광역시,동부소방서,부사119안전센터,대전광역시 중구 대종로 373,042-270-1251,042-270-1259
322,대전광역시,동부소방서,산내119안전센터,대전광역시 동구 산내로 1328,042-270-1261,042-270-1269
323,대전광역시,동부소방서,삼성119안전센터,대전광역시 동구 태전로 134,042-270-1231,042-270-1239
324,대전광역시,동부소방서,용운119안전센터,대전광역시 동구 용운로 151번길 88,042-270-1271,042-270-1279
325,대전광역시,동부소방서,원동119안전센터,대전광역시 동구 대전천동로 508,042-270-1241,042-270-1249
326,대전광역시,둔산소방서,갈마119안전센터,대전광역시 서구 갈마중로 15,042-270-1804,042-270-1959
327,대전광역시,둔산소방서,샘머리119안전센터,대전광역시 서구 둔산로 101번길 26,042-270-1841,042-270-1849
328,대전광역시,둔산소방서,월평119안전센터,대전광역시 서구 청사로 27,042-270-1831,042-270-1839
329,대전광역시,둔산소방서,탄방119안전센터,대전광역시 서구 문정로 142,042-270-1821,042-270-1829
330,대전광역시,둔산소방서,태평119안전센터,대전광역시 중구 동서대로 1235,042-270-1811,042-270-1819
331,대전광역시,서부소방서,기성119안전센터,대전광역시 서구 금평2길 57,042-270-1281,042-270-1228
332,대전광역시,서부소방서,도안119안전센터,대전광역시 서구 용소로 46,042-270-1981,042-270-1989
333,대전광역시,서부소방서,문화119안전센터,대전광역시 중구 계룡로 918번길 67,042-270-1961,042-270-1969
334,대전광역시,서부소방서,복수119안전센터,대전광역시 서구 복수서로 67,042-270-1952,042-270-1952
335,대전광역시,서부소방서,산성119안전센터,대전광역시 중구 산성로 59,042-270-1971,042-270-1979
336,대전광역시,서부소방서,원내119안전센터,대전광역시 유성구 계백로 801번길 17,042-270-1991,042-270-1999
337,대전광역시,유성소방서,구암119안전센터,대전광역시 유성구 월드컵대로 263,042-270-1922,042-270-1929
338,대전광역시,유성소방서,노은119안전센터,대전광역시 유성구 노은로 101,042-270-1942,042-270-1949
339,대전광역시,유성소방서,도룡119안전센터,대전광역시 유성구 대덕대로 516,042-270-1903,042-270-1909
340,대전광역시,유성소방서,신성119안전센터,대전광역시 유성구 유성대로 1215,042-270-1931,042-270-1939
341,대전광역시,유성소방서,전민119안전센터,대전광역시 유성구 엑스포로 486-11,042-270-1912,042-270-1919
342,울산광역시,남부소방서,공단119안전센터,울산광역시 남구 사평로 161,052-241-2670,052-241-2689
343,울산광역시,남부소방서,무거119안전센터,울산광역시 남구 문수로 89,052-241-2660,052-241-2669
344,울산광역시,남부소방서,삼산119안전센터,울산광역시 남구 삼산중로 149,052-241-2580,052-241-2599
345,울산광역시,남부소방서,신정119안전센터,울산광역시 남구 신정로87번길 2,052-241-2640,052-241-2647
346,울산광역시,남부소방서,여천119안전센터,울산광역시 남구 여천로 81-33,052-241-2610,052-241-2629
347,울산광역시,남부소방서,옥동119안전센터,울산광역시 남구 대공원입구로21번길 20,052-241-2690,052-241-2709
348,울산광역시,남부소방서,장생포119안전센터,울산광역시 남구 매암로 18,052-241-2560,052-241-2569
349,울산광역시,남울주소방서,온산119안전센터,울산광역시 울주군 온산읍 덕신로 232,052-241-2860,052-241-2879
350,울산광역시,남울주소방서,온양119안전센터,울산광역시 온양읍 온양로 74,052-241-2890,052-241-2909
351,울산광역시,남울주소방서,웅촌119안전센터,울산광역시 울주군 웅촌면 곡천검단로 9,052-241-2910,052-241-2929
352,울산광역시,남울주소방서,청량119안전센터,울산광역시 울주군 청량읍 상남길 34-11,052-241-2930,052-241-2939
353,울산광역시,남울주소방서,화산119안전센터,울산광역시 공단로 417,052-241-2840,052-241-2859
354,울산광역시,동부소방서,전하119안전센터,울산광역시 동구 진성4가길 8,052-241-2779,052-241-2779
355,울산광역시,동부소방서,화암119안전센터,울산광역시 동구 꽃바위2가길 9 ,052-241-2739,052-241-2739
356,울산광역시,동부소방서,화정119안전센터,울산광역시 동구 방어진순환도로 601,052-241-2759,052-241-2759
357,울산광역시,북부소방서,강동119안전센터,울산광역시 북구 산하중앙2로 231,052-229-8290,052-229-8289
358,울산광역시,북부소방서,농소119안전센터,울산광역시 북부 아진로 72,052-229-8240,052-229-8529
359,울산광역시,북부소방서,매곡119안전센터,울산광역시 북구 오토밸리로 1024,052-229-8260,052-229-8279
360,울산광역시,북부소방서,송정119안전센터,울산광역시 북구 화동로 178,052-229-8204,052-229-8219
361,울산광역시,북부소방서,염포119안전센터,울산광역시 북구 염포로 769,052-229-8227,052-229-8239
362,울산광역시,서울주소방서,두서119안전센터,울산광역시 울주군 두서면 인보로 85,052-241-2251,052-241-2559
363,울산광역시,서울주소방서,범서119안전센터,울산광역시 울주군 범서읍 구영앞길 99,052-241-2231,052-241-2519
364,울산광역시,서울주소방서,언양119안전센터,울산광역시 울주군 언양읍 남천둑길 99,052-241-2211,052-241-2229
365,울산광역시,중부소방서,병영119안전센터,울산광역시 중구 구교로 226 ,052-241-2440,052-241-2459
366,울산광역시,중부소방서,성남119안전센터,울산광역시 중구 젊음의거리 6,052-241-2420,052-241-2439
367,울산광역시,중부소방서,유곡119안전센터,울산광역시 중구 종가로 205,052-241-2407,052-241-2419
368,울산광역시,중부소방서,태화119안전센터,울산광역시 중구 태화로 111,052-241-2530,052-241-2549
369,세종특별자치시,세종남부소방서,보람119안전센터,세종특별자치시 남세종로 436(보람동),044-300-8653,044-864-3119
370,세종특별자치시,세종남부소방서,아름119안전센터,세종특별자치시 보듬3로 119(아름동),044-300-8633,044-269-5645
371,세종특별자치시,세종남부소방서,어진119안전센터,세종특별자치시 절재로 301(어진동),044-300-8623,044-864-9119
372,세종특별자치시,세종남부소방서,장군119안전센터,세종특별자치시 장군면 장척로 391,044-300-8663,044-868-5114
373,세종특별자치시,세종남부소방서,한솔119안전센터,세종특별자치시 노을3로 29(한솔동),044-300-8643,044-862-2419
374,세종특별자치시,세종북부소방서,부강119안전센터,세종특별자치시 부강면 청연로 7,044-300-8543,044-277-7078
375,세종특별자치시,세종북부소방서,연서119안전센터,세종특별자치시 연서면 도신고복로 306,044-300-8553,044-862-8119
376,세종특별자치시,세종북부소방서,전의119안전센터,세종특별자치시 전의면 서정길 46-6,044-300-8533,044-862-7119
377,세종특별자치시,세종북부소방서,조치원119안전센터,세종특별자치시 조치원읍 세종로 2439,044-300-8523,044-863-6119
378,경기도,과천소방서,과천119안전센터,경기도 과천시 궁말로30,02-331-4511,031-280-8822
379,경기도,과천소방서,중앙119안전센터,경기도 과천시 통영로 12,02-331-4501,031-280-8821
380,경기도,광명소방서,광남119안전센터,경기도 광명시 목감로 34,02-2610-3530,031-280-8685
381,경기도,광명소방서,광명119안전센터,경기도 광명시 목감로 306,02-2610-3510,031-280-8683
382,경기도,광명소방서,소하119안전센터,경기도 광명시 금하로 472,02-2610-3501,031-280-8682
383,경기도,광명소방서,하안119안전센터,경기도 광명시 범안로 1025,02-2610-3520,031-280-8684
384,경기도,광주소방서,곤지암119안전센터,경기도 광주시 곤지암읍 광여로 160,031-799-2531,031-280-8765
385,경기도,광주소방서,광남119안전센터,경기도 광주시 고불로 277,031-799-2571,031-280-8764
386,경기도,광주소방서,능평119안전센터,경기도 광주시 오포읍 대명대길 30,031-799-2541,031-280-8766
387,경기도,광주소방서,송정119안전센터,경기도 광주시 수하길 36,031-799-2511,031-280-8763
388,경기도,광주소방서,오포119안전센터,경기도 광주시 오포로 910-5,031-799-2521,031-280-8764
389,경기도,광주소방서,초월119안전센터,경기도 광주시 초월읍 무들로 112,031-799-0501,031-280-8762
390,경기도,군포소방서,산본119안전센터,경기도 군포시 산본로432번길 1,031-479-8511,031-280-8701
391,경기도,군포소방서,송정119안전센터,경기도 군포시 도마교동 487,031-479-8521,031-280-8701
392,경기도,군포소방서,오금119안전센터,경기도 군포시 고산로 429,031-479-8501,031-280-8700
393,경기도,김포소방서,고촌119안전센터,경기도 김포시 고촌읍 은행영사정로 31,031-980-4531,031-280-4530
394,경기도,김포소방서,대곶119안전센터,경기도 김포시 대곶면 수남로 104,031-980-4561,031-280-8740
395,경기도,김포소방서,마산119안전센터,경기도 김포시 김포한강8로 196,031-980-4571,031-280-8742
396,경기도,김포소방서,양촌119안전센터,경기도 김포시 양곡1로 85,031-980-4511,031-280-8738
397,경기도,김포소방서,중앙119안전센터,경기도 김포시 감암로 111,031-980-4501,031-280-8737
398,경기도,김포소방서,통진119안전센터,경기도 김포시 통진읍 김포대로 2250,031-980-4521,031-280-8739
399,경기도,김포소방서,하성119안전센터,경기도 김포시 하성면 하성로 404,031-980-4541,031-280-8743
400,경기도,김포소방서,학운119안전센터,경기도 김포시 황금로273번길 8,031-980-4582,
401,경기도,부천소방서,괴안119안전센터,경기도 부천시 소사구 부광로8번길 49,032-650-4532,031-280-8583
402,경기도,부천소방서,범박119안전센터,경기도 부천시 소사구 범안로 127,032-650-4574,031-280-8587
403,경기도,부천소방서,상동119안전센터,경기도 부천시 원미구 장말로 113,032-650-4553,031-280-8585
404,경기도,부천소방서,서부119안전센터,경기도 부천시 원미구 계남로 169,032-650-4563,031-280-8586
405,경기도,부천소방서,신상119안전센터,경기도 부천시 원미구 상동로117번길 36,032-650-4583,031-280-8588
406,경기도,부천소방서,여월119안전센터,경기도 부천시 오정구 여월로 62,032-650-4592,031-280-8589
407,경기도,부천소방서,오정119안전센터,경기도 부천시 오정구 신흥로 499,032-650-4512,031-280-8581
408,경기도,부천소방서,원종119안전센터,경기도 부천시 오정구 원종로79번길 41,032-650-4542,031-280-8584
409,경기도,부천소방서,중동119안전센터,경기도 부천시 원미구 부일로 346,032-650-4523,031-280-8582
410,경기도,부천소방서,중앙119안전센터,경기도 부천시 원미구 신흥로 115,032-650-4501,031-280-8580
411,경기도,분당소방서,구미119안전센터,경기도 성남시 분당구 돌마로 138,031-8018-3551,031-280-8551
412,경기도,분당소방서,서판교119안전센터,경기도 성남시 분당구 운중로 88,031-8018-3561,031-280-8896
413,경기도,분당소방서,서현119안전센터,경기도 성남시 분당구 양현로 14,031-8018-3501,031-280-8547
414,경기도,분당소방서,수내119안전센터,경기도 성남시 분당구 백현로 241,031-8018-3521,031-280-8549
415,경기도,분당소방서,야탑119안전센터,경기도 성남시 분당구 양현로 485,031-8218-3531,031-280-8550
416,경기도,분당소방서,판교119안전센터,경기도 성남시 분당구 대왕판교로644번길 62,031-8018-3511,031-280-8548
417,경기도,성남소방서,고등119안전센터,경기도 성남시 수정구 대왕판교로 931,031-720-0560,031-280-8541
418,경기도,성남소방서,단대119안전센터,경기도 성남시 수정구 논골로 11번길 7-2,031-720-0520,031-280-8539
419,경기도,성남소방서,상대원119안전센터,경기도 성남시 중원구 둔촌대로 469,031-720-0530,031-280-8538
420,경기도,성남소방서,신흥119안전센터,경기도 성남시 수정구 시민로 151,031-720-0510,031-280-8537
421,경기도,성남소방서,위례119안전센터,경기도 성남시 수정구 헌릉로 1003,031-720-0540,031-280-8540
422,경기도,성남소방서,태평119안전센터,경기도 성남시 수정구 성남대로 1312,031-720-0550,031-280-8541
423,경기도,성남소방서,하대원119안전센터,경기도 성남시 중원구 마지로 64,031-720-0500,031-280-8536
424,경기도,송탄소방서,고덕119안전센터,경기도 평택시 고덕율포1로46(고덕동),031-685-8541,031-280-8675
425,경기도,송탄소방서,모곡119안전센터,경기도 평택시 산단로 64번길 2(모곡동),031-685-8521,031-280-8673
426,경기도,송탄소방서,서탄119안전센터,경기도 평택시 서탄면 서탄로241,031-685-8531,031-280-8674
427,경기도,송탄소방서,신장119안전센터,경기도 평택시 경기대로 1627(신장동),031-685-8501,031-280-8671
428,경기도,송탄소방서,진위119안전센터,경기도 평택시 진위면 봉남길30,031-685-8511,031-280-8672
429,경기도,송탄소방서,청북119안전센터,경기도 평택시 청북읍 현곡산단로16,031-685-8551,031-280-8676
430,경기도,수원남부소방서,고색119안전센터,경기도 수원시 권선구 서부로 1614,031-639-8551,031-280-8528
431,경기도,수원남부소방서,남부119안전센터,경기도 수원시 권선구 동수원로 286,031-639-8510,031-280-8521
432,경기도,수원남부소방서,매산119안전센터,경기도 수원시 팔달구 매산로 89,031-639-8521,031-280-8522
433,경기도,수원남부소방서,서둔119안전센터,경기도 수원시 권선구 서호동로 48,031-639-8541,031-280-8525
434,경기도,수원남부소방서,지만119안전센터,경기도 수원시 팔달구 경수대로 660,031-639-8531,031-280-8524
435,경기도,수원남부소방서,호매실119안전센터,경기도 수원시 권선구 금곡로 194,031-639-8561,031-280-8529
436,경기도,수원소방서,영통119안전센터,경기도 수원시 영통구 매영로 325,031-8012-9141,031-280-8520
437,경기도,수원소방서,원천119안전센터,경기도 수원시 영통구 중부대로 349,031-8012-9538,031-280-8523
438,경기도,수원소방서,이의119안전센터,경기도 수원시 영통구 도청로18번길 33,031-8012-9587,031-280-8527
439,경기도,수원소방서,정자119안전센터,경기도 수원시 장안구 정자천로 189번길 12,031-8012-9512,031-280-8520
440,경기도,수원소방서,파장119안전센터,경기도 수원시 장안구 서부로 2308,031-8012-9576,031-280-8526
441,경기도,시흥소방서,목감119안전센터,경기도 시흥시 목감우회로 15,031-310-0541,031-280-8881
442,경기도,시흥소방서,배곧119안전센터,경기도 시흥시 서울대학로278번길 80,031-310-0551,031-280-8696
443,경기도,시흥소방서,시흥119안전센터,경기도 시흥시 정왕신길로 206,031-310-0501,031-280-8691
444,경기도,시흥소방서,연성119안전센터,경기도 시흥시 새재로 29,031-310-0531,031-280-8694
445,경기도,시흥소방서,은행119안전센터,경기도 시흥시 대은로 4,031-310-0511,031-280-8692
446,경기도,시흥소방서,정왕119안전센터,경기도 공단1대로259번길 1,031-310-0521,031-280-8693
447,경기도,안산소방서,고잔119안전센터,경기도 안산시 단원구 화랑로 407 (고잔동),031-470-7501,031-280-8606
448,경기도,안산소방서,군자119안전센터,경기도 안산시 단원구 번영1로 45 (성곡동),031-470-7561,031-280-8611
449,경기도,안산소방서,대부119안전센터,경기도 안산시 단원구 영전로 375 (대부동동),031-470-7581,031-280-8613
450,경기도,안산소방서,반월119안전센터,경기도 안산시 상록구 건지미길 48 (건건동),031-470-7591,031-280-8614
451,경기도,안산소방서,사동119안전센터,경기도 안산시 상록구 항가울로 230 (사동),031-470-7571,031-280-8612
452,경기도,안산소방서,상록수119안전센터,경기도 안산시 상록수 충장로 237 (본오동),031-470-7531,031-280-8612
453,경기도,안산소방서,선부119안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),031-470-7521,031-280-8608
454,경기도,안산소방서,성곡119안전센터,경기도 안산시 단원구 장자골로 66 (성곡동),031-470-7541,031-280-8609
