순번,시도본부,소방서명,119안전센터명,주소,전화번호,팩스번호
915,경상북도,경산소방서,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119,053-853-1196
916,경상북도,경주소방서,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671,054-744-3119
917,경상북도,경주소방서,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0680,054-751-0119
918,경상북도,경주소방서,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0610,0547-745-2119
919,경상북도,경주소방서,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0630,054-745-7119
920,경상북도,경주소방서,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0620,054-771-3119
921,경상북도,경주소방서,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0650,054-761-2119
922,경상북도,경주소방서,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,054-744-6119
923,경상북도,경주소방서,용황119안전센터,경상북도 경주시 공단로 25,054-778-0640,054-773-7119
924,경상북도,경주소방서,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601,054-746-2119
925,경상북도,고령소방서,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-955-6119,054-950-8119
926,경상북도,고령소방서,대가야119안전센터,경상북도 고령군 대가야읍 벽화길 18,054-954-0119,054-950-8109
927,경상북도,구미소방서,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119,054-440-0289
928,경상북도,구미소방서,공단119안전센터,경상북도 구미소방서 수출대로112,054-461-3119,054-440-0209
929,경상북도,구미소방서,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119,054-453-2119
930,경상북도,구미소방서,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116,054-465-9133
931,경상북도,구미소방서,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,054-482-4695
932,경상북도,구미소방서,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119,054-457-4119
933,경상북도,구미소방서,옥계119안전센터,경상북도 구미시 산동읍 산호대로41길 4 ,054-471-5119,054-471-1194
934,경상북도,구미소방서,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119,054-455-3119
935,경상북도,구미소방서,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119,054-472-4119
936,경상북도,구미소방서,해평119안전센터,경상북도 구미시 해평면 강동로 1663 ,054-474-4119,054-473-9078
937,경상북도,김천소방서,다수119안전센터,경상북도 김천시 영남대로 1246,054-420-5921,054-436-2491
938,경상북도,김천소방서,대광119안전센터,경상북도 김천시 공단로 152-36,054-420-5921,054-436-2492
939,경상북도,김천소방서,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-420-5941,054-439-2498
940,경상북도,김천소방서,양금119안전센터,경상북도 김천시 강변로 219,054-420-5901,054-436-2496
941,경상북도,김천소방서,율곡119안전센터,경상북도 김천시 혁신7로 46,054-420-5951,054-437-2498
942,경상북도,김천소방서,지례119안전센터,경상북도 김천시 지례면 장터길 115,054-420-5931,054-435-2498
943,경상북도,문경소방서,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-559-1912,054-572-0118
944,경상북도,문경소방서,모전119안전센터,경상북도 문경시 모전로 173,054-559-1962,054-555-0015
945,경상북도,문경소방서,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-559-1922,054-572-0116
946,경상북도,문경소방서,산북119안전센터,경상북도 문경시 강동로 57,054-559-1939,054-553-7119
947,경상북도,문경소방서,점촌119안전센터,경상북도 문경시 중앙로 305,054-559-1905,054-559-1909
948,경상북도,봉화소방서,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-679-3520,054-674-1197
949,경상북도,봉화소방서,봉화119안전센터,경상북도 봉화군 봉화읍 내성천3길 152,054-679-3500,
950,경상북도,봉화소방서,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-679-3510,054-674-2119
951,경상북도,상주소방서,낙동119안전센터,경상북도 상주시 낙운로 3,054-530-3850,
952,경상북도,상주소방서,만산119안전센터,경상북도 상주시 경상대로 3203-11,054-530-3800,054-533-2119
953,경상북도,상주소방서,청리119안전센터,경상북도 상주시 청리면 마공공단로152,054-530-3820,054-531-3119
954,경상북도,상주소방서,함창119안전센터,경상북도 상주시 함창읍 가야로46-1,054-530-3810,054-541-5119
955,경상북도,상주소방서,화서119안전센터,경상북도 상주시 화서면 상현무동길5,054-530-3830,054-532-3839
956,경상북도,성주소방서,가천119안전센터,경상북도 성주군 가천면 가천로 3,054-930-5633,054-931-8119
957,경상북도,성주소방서,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370,054-931-5119
958,경상북도,성주소방서,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119,054-933-5609
959,경상북도,안동소방서,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119,054-856-7118
960,경상북도,안동소방서,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119,054-854-5119
961,경상북도,안동소방서,옥동119안전센터,경상북도 안동시 광명로85,054-853-6119,054-853-5119
962,경상북도,안동소방서,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119,054-821-3384
963,경상북도,안동소방서,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,
964,경상북도,영덕소방서,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-730-1610,054-730-1619
965,경상북도,영덕소방서,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-730-1600,054-730-1609
966,경상북도,영덕소방서,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-730-1620,054-730-1629
967,경상북도,영양소방서,영양119안전센터,경상북도 영양군 영양읍 영양창수로 188,054-682-3119,054-683-3119
968,경상북도,영양소방서,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119,
969,경상북도,영주소방서,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441,054-630-0449
970,경상북도,영주소방서,문수119안전센터,경상북도 영주시 문수면 적서로 448번길 17,054-630-0401,054-630-0409
971,경상북도,영주소방서,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411,054-630-0419
972,경상북도,영천소방서,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-339-6913,054-334-7119
973,경상북도,영천소방서,남부119안전센터,경상북도 영천시 한방로 176,054-339-6941,054-337-1117
974,경상북도,영천소방서,동부119안전센터,경상북도 영천시 호국로 187,054-339-6901,054-336-1197
975,경상북도,영천소방서,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-339-6921,054-333-2119
976,경상북도,예천소방서,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-653-5119,054-653-7119
977,경상북도,예천소방서,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-655-0119,054-650-3609
978,경상북도,예천소방서,용문119안전센터,경상북도 예천군 용문면 용문경천로 1219,054-655-8119,
979,경상북도,예천소방서,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-653-3119,054-652-0119
980,경상북도,울진소방서,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450,054-783-1453
981,경상북도,울진소방서,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431,054-787-7229
982,경상북도,울진소방서,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401,054-780-1409
983,경상북도,울진소방서,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411,054-782-1774
984,경상북도,울진소방서,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423,054-787-7669
985,경상북도,의성소방서,봉양119안전센터,경상북도 의성군 봉양면 경북대로 4741,054-830-7801,
986,경상북도,의성소방서,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-830-7821,054-830-7829
987,경상북도,의성소방서,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-830-7811,054-832-3119
988,경상북도,청도소방서,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-370-8324,054-372-6019
989,경상북도,청도소방서,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-370-8301,054-370-8269
990,경상북도,청도소방서,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-370-8311,054-372-7119
991,경상북도,청송소방서,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119,054-874-2459
992,경상북도,청송소방서,청송119안전센터,경상북도 청송군 청송읍 굿바들길 19,054-873-1119,054-873-5119
993,경상북도,칠곡소방서,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-970-2831,054-973-1149
994,경상북도,칠곡소방서,기산119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-970-2801,054-970-2809
995,경상북도,칠곡소방서,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-970-2851,054-976-0119
996,경상북도,칠곡소방서,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-970-2811,054-974-3019
997,경상북도,칠곡소방서,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-970-2841,054-970-2849
998,경상북도,칠곡소방서,왜관119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-970-2821,054-971-6119
999,경상북도,칠곡소방서,지천119안전센터,경상북도 칠곡군 지천면 신동로 85,054-970-2871,054-974-9120
1000,경상북도,포항남부소방서,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-288-0951,054-288-0959
1001,경상북도,포항남부소방서,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-288-0991,054-282-2724
1002,경상북도,포항남부소방서,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-288-0941,054-288-0949
1003,경상북도,포항남부소방서,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-288-0961,054-288-0969
1004,경상북도,포항남부소방서,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-288-0901,054-288-0909
1005,경상북도,포항남부소방서,제철119안전센터,경상북도 포항시 남구 철강로 360,054-288-0921,054-288-0929
1006,경상북도,포항남부소방서,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-288-0918,054-288-0919
1007,경상북도,포항남부소방서,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-288-0931,054-288-0939
1008,경상북도,포항북부소방서,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2462,054-243-1119
1009,경상북도,포항북부소방서,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2403,054-260-2409
1010,경상북도,포항북부소방서,두호119안전센터,경상북도 포항시 북구 삼호로 505,054-260-2412,054-255-2119
1011,경상북도,포항북부소방서,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2432,054-243-3119
1012,경상북도,포항북부소방서,청하119안전센터,경상북도 포항시 북구 청하면 청하로 267,054-260-2472,054-232-6861
1013,경상북도,포항북부소방서,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2422,054-251-0119
1014,경상남도,거제소방서,거제119안전센터,경상남도 거제시 거제면 거제남서로 3429,055-689-9400,055-689-9409
1015,경상남도,거제소방서,남부119안전센터,경상남도 거제시 남부면 저구해안길16,055-689-9420,055-689-9429
1016,경상남도,거제소방서,사등119안전센터,경상남도 거제시 사등면 덕호해안길 63,055-689-9430,055-689-9439
1017,경상남도,거제소방서,신현119안전센터,경상남도 거제시 계룡로 52,055-689-9380,055-689-9389
1018,경상남도,거제소방서,연초119안전센터,경상남도 거제시 연초면 거제북로1,055-689-9410,055-689-9419
1019,경상남도,거제소방서,옥포119안전센터,경상남도 거제시 진목로 1,055-689-9361,055-689-9369
1020,경상남도,거제소방서,장승포119안전센터,경상남도 거제시 능포로 77,055-689-9370,055-689-9379
1021,경상남도,거창소방서,가조119안전센터,경상남도 거창군 가조면 마상3길 32,055-940-9381,055-940-9389
1022,경상남도,거창소방서,대평119안전센터,경상남도 거창군 거창읍 거함대로 3324,055-940-9361,055-940-9369
1023,경상남도,거창소방서,위천119안전센터,경상남도 거창군 위천면 원학길 321,055-940-9371,055-940-9379
1024,경상남도,고성소방서,거류119안전센터,경상남도 고성군 봉암1길 9,055-670-9341,055-670-9349
1025,경상남도,고성소방서,고성119안전센터,경상남도 고성군 남해안대로 2670,055-670-9316,055-670-9319
1026,경상남도,고성소방서,회화119안전센터,경상남도 고성군 영회로 2211,055-670-9321,055-670-9329
1027,경상남도,김해동부소방서,내외119안전센터,경상남도 김해시 내외로 77,055-320-9381,055-320-9389
1028,경상남도,김해동부소방서,대동119안전센터,경상남도 김해시 대동면 동남로 41번길 19,055-320-9421,055-320-9429
1029,경상남도,김해동부소방서,동상119안전센터,경상남도 김해시 구지로 179,055-320-9371,055-320-9379
1030,경상남도,김해동부소방서,북부119안전센터,경상남도 김해시 해반천로 166,055-320-9411,055-320-9419
1031,경상남도,김해동부소방서,삼정119안전센터,경상남도 김해시 김해대로 2507,055-320-9361,055-320-9369
1032,경상남도,김해동부소방서,상동119안전센터,경상남도 김해시 상동면 상동로 637,055-320-9391,055-320-9399
1033,경상남도,김해동부소방서,생림119안전센터,경상남도 김해시 생림면 봉림로 106,055-320-9401,055-320-9409
1034,경상남도,김해서부소방서,율하119안전센터,경상남도 김해시 율하4로 112,055-344-9421,055-344-9429
1035,경상남도,김해서부소방서,장유119안전센터,경상남도 김해시 번화2로 12,055-344-9361,055-344-9369
1036,경상남도,김해서부소방서,주촌119안전센터,경상남도 김해시 주촌면 주선로 29,055-344-9391,055-344-9399
1037,경상남도,김해서부소방서,진례119안전센터,경상남도 김해시 진례면 서부로 730,055-344-9373,055-344-9379
1038,경상남도,김해서부소방서,진영119안전센터,경상남도 김해시 진영읍 장등로 4,055-344-9381,055-344-9389
1039,경상남도,김해서부소방서,한림119안전센터,경상남도 김해시 한림면 한림로 401번길 50,055-344-9413,055-344-9419
1040,경상남도,남해소방서,남해119안전센터,경상남도 남해군 남해읍 스포츠로 81,055-860-9360,055-860-9369
1041,경상남도,남해소방서,미조119안전센터,경상남도 남해군 미송로486번길 19,055-860-9330,055-860-9339
1042,경상남도,남해소방서,삼동119안전센터,경상남도 남해군 삼동면 동부대로 1795,055-860-9370,055-860-9379
1043,경상남도,밀양소방서,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9370,055-350-9379
1044,경상남도,밀양소방서,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360,055-350-9369
1045,경상남도,밀양소방서,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9410,055-350-9419
1046,경상남도,밀양소방서,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9400,055-350-9409
1047,경상남도,밀양소방서,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 380,055-350-9390,055-350-9399
1048,경상남도,밀양소방서,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9380,055-350-9389
1049,경상남도,사천소방서,곤양119안전센터,경상남도 사천시 곤양면 곤북로 64,055-830-9430,055-830-9439
1050,경상남도,사천소방서,사남119안전센터,경상남도 사천시 사남면 공단2로 53,055-830-9410,055-830-9419
1051,경상남도,사천소방서,사천119안전센터,경상남도 사천시 무산로 21,055-830-9420,055-830-9429
1052,경상남도,사천소방서,삼천포119안전센터,경상남도 사천시 동금로 51,055-830-9400,055-830-9409
1053,경상남도,사천소방서,우주항공119안전센터,경상남도 사천시 용현면 용현4길46,055-830-9360,055-830-9369
1054,경상남도,산청소방서,단성119안전센터,경상남도 산청군 단성면 사직단로 447-8,055-970-9321,055-970-9329
1055,경상남도,산청소방서,산청119안전센터,경상남도 산청군 산청읍 중앙로 76-7,055-970-9311,055-970-9319
1056,경상남도,양산소방서,물금119안전센터,경상남도 양산시 물금읍 물금리 800-8,055-379-461,055-379-9469
1057,경상남도,양산소방서,범어119안전센터,경상남도 양산시 황산로 719,055-379-9361,055-379-9369
1058,경상남도,양산소방서,상북119안전센터,경상남도 양산시 상북면 석계로 37,055-379-9421,055-379-9429
1059,경상남도,양산소방서,웅상119안전센터,경상남도 양산시 웅상대로 1120,055-379-9381,055-379-9389
1060,경상남도,양산소방서,중부119안전센터,경상남도 양산시 양산역6길 27,055-379-9331,055-379-9339
1061,경상남도,양산소방서,중앙119안전센터,경상남도 양산시 신기로 13,055-379-9371,055-379-9379
1062,경상남도,양산소방서,평산119안전센터,경상남도 양산시 내연4길 9,055-379-9321,055-379-9329
1063,경상남도,양산소방서,하북119안전센터,경상남도 양산시 양산대로 2255-38,055-379-9391,055-379-9399
1064,경상남도,의령소방서,부림119안전센터,경상남도 의령군 부림면 대한로 1666,055-570-9324,055-570-9329
1065,경상남도,의령소방서,의령119안전센터,경상남도 의령군 의령읍 의병로 108-17,055-570-9316,055-570-9319
1066,경상남도,의령소방서,정곡119안전센터,경상남도 의령군 정곡면 의합대로 984-12,055-570-9332,055-570-9339
1067,경상남도,진주소방서,금산119안전센터,경상남도 진주시 송백로 477,055-760-9440,055-760-9449
1068,경상남도,진주소방서,문산119안전센터,경상남도 진주시 문산읍 월아산로 979,055-760-9400,055-760-9409
1069,경상남도,진주소방서,상대119안전센터,경상남도 진주시 동진로 249,055-760-9360,055-760-9369
1070,경상남도,진주소방서,정촌119안전센터,경상남도 진주시 뿌리산단로 2,055-760-9450,055-760-9459
1071,경상남도,진주소방서,중앙119안전센터,경상남도 진주시 북장대로64번길 14,055-760-9370,055-760-9379
1072,경상남도,진주소방서,천전119안전센터,경상남도 진주시 강남로167번길 16,055-760-9380,055-760-9389
1073,경상남도,진주소방서,평거119안전센터,경상남도 진주시 순환로 565,055-760-9390,055-760-9399
1074,경상남도,창녕소방서,남지119안전센터,경상남도 창녕군 남지읍 동포로 64,055-259-9371,055-259-9379
1075,경상남도,창녕소방서,부곡119안전센터,경상남도 창녕군 부곡면 원앙로 184,055-259-9381,055-259-9389
1076,경상남도,창녕소방서,영산119안전센터,경상남도 창녕군 영산면 영산장마로 697,055-259-9331,055-259-9339
1077,경상남도,창녕소방서,창녕119안전센터,경상남도 창녕군 대지면 우포2로 1097,055-259-9361,055-259-9369
1078,경상남도,통영소방서,도남119안전센터,경상남도 통영시 도남로 185,055-640-9386,055-640-9389
1079,경상남도,통영소방서,무전119안전센터,경상남도 통영시 원문로 71,055-640-9427,055-640-9429
1080,경상남도,통영소방서,서호119안전센터,경상남도 통영시 중앙로 91-8,055-640-9374,055-640-9379
1081,경상남도,통영소방서,죽림119안전센터,경상남도 통영시 광도면 죽림4로 49,055-640-9365,055-640-9369
1082,경상남도,하동소방서,금성119안전센터,경상남도 하동군 금성면 금성로 15,055-880-9321,055-880-9329
1083,경상남도,하동소방서,진교119안전센터,경상남도 하동군 진교면 진양로 27,055-880-9375,055-880-9379
1084,경상남도,하동소방서,하동119안전센터,경상남도 하동군 적량면 공설운동장로 169,055-880-9365,055-880-9369
1085,경상남도,하동소방서,화개119안전센터,경상남도 하동군 화개면 쌍계로 58,055-880-9336,055-880-9339
1086,경상남도,함안소방서,가야119안전센터,경상남도 함안군 가야읍 선왕길 59,055-580-9300,055-580-9309
1087,경상남도,함안소방서,군북119안전센터,경상남도 함안군 군북면 함마대로 760,055-580-9340,055-580-9349
1088,경상남도,함안소방서,칠원119안전센터,경상남도 함안군 칠원읍 용산2길 121,055-580-9330,055-580-9339
1089,경상남도,함양소방서,안의119안전센터,경상남도 함양군 금성길 19,055-960-9322,055-960-9329
1090,경상남도,함양소방서,함양119안전센터,경상남도 함양군 고운로 161-41,055-960-9314,055-960-9319
1091,경상남도,합천소방서,북부119안전센터,경상남도 합천군 야로면 월광 2길 5,055-930-9357,055-930-9359
1092,경상남도,합천소방서,삼가119안전센터,경상남도 합천군 삼가면 삼가로 287,055-930-9317,055-930-9319
1093,경상남도,합천소방서,초계119안전센터,경상남도 합천군 초계면 양동로 6-16,055-930-9320,055-930-9329
1094,경상남도,합천소방서,합천119안전센터,경상남도 합천군 합천읍 인덕로 2453,055-930-9301,055-930-9309
1095,제주특별자치도,동부소방서,구좌119안전센터,제주 제주시 구좌읍 세화14길 8,064-783-0119,064-780-9429
1096,제주특별자치도,동부소방서,남원119안전센터,제주 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,064-780-9449
1097,제주특별자치도,동부소방서,성산119안전센터,제주 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,064-780-919
1098,제주특별자치도,동부소방서,조천119안전센터,제주 제주시 조천읍 신북로 337,064-782-6119,064-780-9439
1099,제주특별자치도,동부소방서,표선119안전센터,제주 서귀포시 표선면 표선동서로 125,064-787-0119,064-780-9459
1100,제주특별자치도,서귀포소방서,대신119안전센터,제주 서귀포시 서호남로 20,064-739-0119,064-730-7419
1101,제주특별자치도,서귀포소방서,동홍119안전센터,제주 서귀포시 서홍로 14,064-762-1119,064-730-7429
1102,제주특별자치도,서귀포소방서,중문119안전센터,제주 서귀포시 일주서로 669,064-738-0119,064-730-7439
1103,제주특별자치도,서귀포소방서,효돈119안전센터,제주 서귀포시 일주동로 8234,064-767-2119,064-730-7449
1104,제주특별자치도,서부소방서,대정119안전센터,제주 제주시 대정읍 일주서로 2717,064-794-1119,064-795-0439
1105,제주특별자치도,서부소방서,안덕119안전센터,제주 서귀포시 안덕면 화순서서로 2,064-794-9119,064-795-0459
1106,제주특별자치도,서부소방서,애월119안전센터,제주 제주시 애월읍 일주서로 6513,064-799-3119,064-795-0429
1107,제주특별자치도,서부소방서,영어교육도시119안전센터,제주 서귀포시 대정읍 에듀시티로 238,064-792-5119,064-795-0469
1108,제주특별자치도,서부소방서,한경119안전센터,제주 제주시 한경면 일주서로 4218,064-773-0119,064-795-0449
1109,제주특별자치도,서부소방서,한림119안전센터,제주 제주시 한림읍 한림중앙로 150,064-796-2119,064-795-0419
1110,제주특별자치도,제주소방서,노형119안전센터,제주 제주시 광평동로 2(노형동),064-729-0470,064-729-0479
1111,제주특별자치도,제주소방서,삼도119안전센터,제주 제주시 탑동로 101(삼도2동),064-729-0430,064-729-0439
1112,제주특별자치도,제주소방서,아라119안전센터,제주 제주시 사송길 116(영평동),064-729-0400,064-729-0409
1113,제주특별자치도,제주소방서,연동119안전센터,제주 제주시 문송길 14(연동),064-729-0440,046-729-0449
1114,제주특별자치도,제주소방서,오라119안전센터,제주 제주시 서광로2길 24(오라1동),064-729-0450,064-729-0459
1115,제주특별자치도,제주소방서,외도119안전센터,제주 제주시 통물길 75(외도1동),064-729-0480,064-729-0489
1116,제주특별자치도,제주소방서,이도119안전센터,제주 제주시 중앙로 342(이도2동),064-729-0420,064-729-0429
1117,제주특별자치도,제주소방서,항만119안전센터,제주 제주시 임항로 146(건입동),064-729-0460,064-729-0469
1118,제주특별자치도,제주소방서,화북119안전센터,제주 제주시 동화로1길 3(화북1동),064-729-0410,064-729-0419
1119,창원시,마산소방서,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9451,055-249-9459
1120,창원시,마산소방서,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9422,055-249-9429
1121,창원시,마산소방서,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9431,055-249-9439
1122,창원시,마산소방서,무학119안전센터,경상남도 창원시 마산회원구 무학로 564,055-249-9382,055-249-9389
1123,창원시,마산소방서,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9401,055-249-9409
1124,창원시,마산소방서,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9413,055-249-9419
1125,창원시,마산소방서,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9361,055-249-9369
1126,창원시,마산소방서,진동119안전센터,경상남도 창원시 마산합포구 진동면 해양관광로 52,055-249-9391,055-249-9399
1127,창원시,마산소방서,진전119안전센터,경상남도 창원시 마산합포구 진전면 삼진의거대로 55-89,055-249-9461,055-249-9469
1128,창원시,마산소방서,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9442,055-249-9449
1129,창원시,성산소방서,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372,055-211-9379
1130,창원시,성산소방서,대원119안전센터,경상남도 창원시 성산구 두대로 55번길 11,055-211-9402,055-211-9409
1131,창원시,성산소방서,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9345,055-211-9369
1132,창원시,성산소방서,외동119안전센터,경상남도 창원시 성산구 창원대로 786,055-211-9384,055-211-9389
1133,창원시,성산소방서,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462,055-211-9469
1134,창원시,의창소방서,대산119안전센터,경상남도 창원시 의창구 봉강가술로 583,055-225-9412,055-225-9419
1135,창원시,의창소방서,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9392,055-225-9399
1136,창원시,의창소방서,봉곡119안전센터,경상남도 창원시 의창구 지귀로 127,055-225-9372,055-225-9379
1137,창원시,의창소방서,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9402,055-225-9409
1138,창원시,의창소방서,중동119안전센터,경상남도 창원시 의창구  중동중앙로 119,055-225-9362,055-225-9369
1139,창원시,의창소방서,팔룡119안전센터,경상남도 창원시 의창구 창원대로 204번길 15,055-225-9382,055-225-9389
1140,창원시,진해소방서,대흥119안전센터,경상남도 창원시 진해구 백구로 72,055-548-9361,055-548-9369
1141,창원시,진해소방서,용원119안전센터,경상남도 창원시 진해구 용원로 43,055-548-9391,055-548-9399
1142,창원시,진해소방서,웅동119안전센터,경사남도 창원시 진해구 대장로 44-10,055-548-9381,055-548-9389
1143,창원시,진해소방서,이동119안전센터,경상남도 창원시 진해구 충장로 434,055-548-9371,055-548-9379
1144,창원시,진해소방서,풍호119안전센터,경상남도 창원시 진해구 진해대로 1101,055-548-9461,055-548-9469
